"commodityName","PriceType","unit","min","max","avg","date"
"Potato Red","Retail","Kg",60,70,65,"Jul 31, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 1, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 2, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 3, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 4, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 5, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 6, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 7, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 8, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 9, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 10, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 11, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 12, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 13, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 14, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 15, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 31, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 3, 2019"
"Potato Red","Retail","Kg",50,60,55,"Aug 16, 2019"
"Potato Red","Retail","Kg",50,60,55,"Aug 17, 2019"
"Potato Red","Retail","Kg",50,60,55,"Aug 18, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 20, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 21, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 22, 2019"
"Potato Red","Retail","Kg",50,60,55,"Aug 19, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 2, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 4, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 30, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 1, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 12, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 25, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 26, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 28, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 24, 2019"
"Potato Red","Retail","Kg",60,70,65,"Aug 23, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 27, 2019"
"Potato Red","Retail","Kg",55,60,58,"Aug 29, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 7, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 8, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 9, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 11, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 5, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 6, 2019"
"Potato Red","Retail","Kg",55,60,58,"Sep 10, 2019"
"Potato Red","Retail","Kg",60,65,63,"Sep 13, 2019"
"Potato Red","Retail","Kg",65,70,68,"Sep 14, 2019"
"Potato Red","Retail","Kg",60,70,65,"Sep 15, 2019"
"Potato Red","Retail","Kg",65,70,68,"Sep 16, 2019"
"Potato Red","Retail","Kg",65,70,68,"Sep 17, 2019"
"Potato Red","Retail","Kg",65,70,68,"Sep 18, 2019"
"Potato Red","Retail","Kg",65,70,68,"Sep 19, 2019"
"Potato Red","Retail","Kg",65,70,68,"Sep 20, 2019"
"Potato Red","Retail","Kg",70,80,75,"Sep 21, 2019"
"Potato Red","Retail","Kg",70,80,75,"Sep 22, 2019"
"Potato Red","Retail","Kg",70,75,73,"Sep 23, 2019"
"Potato Red","Retail","Kg",70,75,73,"Sep 24, 2019"
"Potato Red","Retail","Kg",70,80,75,"Sep 25, 2019"
"Potato Red","Retail","Kg",70,75,73,"Sep 26, 2019"
"Potato Red","Retail","Kg",70,75,73,"Sep 27, 2019"
"Potato Red","Retail","Kg",70,75,73,"Sep 28, 2019"
"Potato Red","Retail","Kg",70,75,73,"Sep 29, 2019"
"Potato Red","Retail","Kg",70,75,73,"Sep 30, 2019"
"Potato Red","Retail","Kg",70,75,73,"Oct 1, 2019"
"Potato Red","Retail","Kg",70,75,73,"Oct 2, 2019"
"Potato Red","Retail","Kg",70,75,73,"Oct 3, 2019"
"Potato Red","Retail","Kg",70,75,73,"Oct 4, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Oct 4, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Oct 3, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Oct 2, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Oct 1, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Sep 30, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Sep 29, 2019"
"Potato Red","Wholesale","Kg",61,63,62,"Sep 28, 2019"
"Potato Red","Wholesale","Kg",60,65,62,"Sep 27, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Sep 26, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Sep 25, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Sep 24, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Sep 23, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Sep 22, 2019"
"Potato Red","Wholesale","Kg",58,60,59,"Sep 19, 2019"
"Potato Red","Wholesale","Kg",58,60,59,"Sep 20, 2019"
"Potato Red","Wholesale","Kg",55,60,58,"Sep 17, 2019"
"Potato Red","Wholesale","Kg",45,50,48,"Sep 14, 2019"
"Potato Red","Wholesale","Kg",41,43,42,"Sep 2, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Sep 3, 2019"
"Potato Red","Wholesale","Kg",41,43,42,"Sep 1, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Sep 7, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Sep 5, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Sep 6, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Sep 4, 2019"
"Potato Red","Wholesale","Kg",60,62,61,"Sep 21, 2019"
"Potato Red","Wholesale","Kg",43,45,44,"Sep 13, 2019"
"Potato Red","Wholesale","Kg",41,43,42,"Sep 10, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Sep 9, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Sep 8, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 25, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 29, 2019"
"Potato Red","Wholesale","Kg",41,46,43,"Aug 31, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 30, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 28, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 27, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 26, 2019"
"Potato Red","Wholesale","Kg",42,45,44,"Sep 12, 2019"
"Potato Red","Wholesale","Kg",42,44,43,"Sep 11, 2019"
"Potato Red","Wholesale","Kg",58,60,59,"Sep 18, 2019"
"Potato Red","Wholesale","Kg",50,52,51,"Sep 15, 2019"
"Potato Red","Wholesale","Kg",52,55,53,"Sep 16, 2019"
"Potato Red","Wholesale","Kg",40,43,42,"Aug 14, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 3, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 24, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 22, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 20, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 17, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 6, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 5, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 4, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 2, 2019"
"Potato Red","Wholesale","Kg",41,43,42,"Aug 1, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 7, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 19, 2019"
"Potato Red","Wholesale","Kg",39,41,40,"Aug 11, 2019"
"Potato Red","Wholesale","Kg",42,45,43,"Jul 31, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 23, 2019"
"Potato Red","Wholesale","Kg",39,41,40,"Aug 10, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 21, 2019"
"Potato Red","Wholesale","Kg",38,40,39,"Aug 9, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 16, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 18, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 15, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 13, 2019"
"Potato Red","Wholesale","Kg",39,41,40,"Aug 12, 2019"
"Potato Red","Wholesale","Kg",40,42,41,"Aug 8, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Jul 31, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 1, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 2, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 3, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 4, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 5, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 6, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 7, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 8, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 9, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 10, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 11, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 12, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 13, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 14, 2019"
"Tomato Small","Retail","Kg",120,130,125,"Aug 15, 2019"
"Tomato Small","Retail","Kg",60,80,70,"Sep 2, 2019"
"Tomato Small","Retail","Kg",120,130,125,"Aug 16, 2019"
"Tomato Small","Retail","Kg",122,130,126,"Aug 18, 2019"
"Tomato Small","Retail","Kg",130,140,135,"Aug 19, 2019"
"Tomato Small","Retail","Kg",120,130,125,"Aug 20, 2019"
"Tomato Small","Retail","Kg",120,130,125,"Aug 21, 2019"
"Tomato Small","Retail","Kg",120,130,125,"Aug 22, 2019"
"Tomato Small","Retail","Kg",120,130,125,"Aug 17, 2019"
"Tomato Small","Retail","Kg",40,50,45,"Sep 4, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 30, 2019"
"Tomato Small","Retail","Kg",70,80,75,"Aug 31, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 1, 2019"
"Tomato Small","Retail","Kg",70,80,75,"Sep 3, 2019"
"Tomato Small","Retail","Kg",70,80,75,"Sep 12, 2019"
"Tomato Small","Retail","Kg",110,120,115,"Aug 24, 2019"
"Tomato Small","Retail","Kg",100,110,105,"Aug 25, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 27, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Aug 28, 2019"
"Tomato Small","Retail","Kg",70,80,75,"Aug 29, 2019"
"Tomato Small","Retail","Kg",110,120,115,"Aug 23, 2019"
"Tomato Small","Retail","Kg",90,100,95,"Aug 26, 2019"
"Tomato Small","Retail","Kg",60,80,70,"Sep 7, 2019"
"Tomato Small","Retail","Kg",70,80,75,"Sep 10, 2019"
"Tomato Small","Retail","Kg",70,80,75,"Sep 5, 2019"
"Tomato Small","Retail","Kg",50,60,55,"Sep 6, 2019"
"Tomato Small","Retail","Kg",70,80,75,"Sep 8, 2019"
"Tomato Small","Retail","Kg",80,90,85,"Sep 9, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 11, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 13, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 14, 2019"
"Tomato Small","Retail","Kg",50,60,55,"Sep 15, 2019"
"Tomato Small","Retail","Kg",40,50,45,"Sep 16, 2019"
"Tomato Small","Retail","Kg",50,60,55,"Sep 17, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 18, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 19, 2019"
"Tomato Small","Retail","Kg",50,60,55,"Sep 20, 2019"
"Tomato Small","Retail","Kg",50,60,55,"Sep 21, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 22, 2019"
"Tomato Small","Retail","Kg",70,80,75,"Sep 23, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 24, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 25, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 26, 2019"
"Tomato Small","Retail","Kg",50,60,55,"Sep 27, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 28, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 29, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Sep 30, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Oct 1, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Oct 2, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Oct 3, 2019"
"Tomato Small","Retail","Kg",60,70,65,"Oct 4, 2019"
"Tomato Small","Wholesale","Kg",45,50,48,"Oct 4, 2019"
"Tomato Small","Wholesale","Kg",40,45,42,"Oct 3, 2019"
"Tomato Small","Wholesale","Kg",35,45,40,"Oct 2, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Oct 1, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Sep 30, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Sep 29, 2019"
"Tomato Small","Wholesale","Kg",30,35,33,"Sep 28, 2019"
"Tomato Small","Wholesale","Kg",30,40,35,"Sep 27, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Sep 26, 2019"
"Tomato Small","Wholesale","Kg",40,50,45,"Sep 25, 2019"
"Tomato Small","Wholesale","Kg",50,55,52,"Sep 24, 2019"
"Tomato Small","Wholesale","Kg",50,57,53,"Sep 23, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Sep 19, 2019"
"Tomato Small","Wholesale","Kg",32,40,36,"Sep 18, 2019"
"Tomato Small","Wholesale","Kg",30,35,33,"Sep 17, 2019"
"Tomato Small","Wholesale","Kg",30,35,33,"Sep 15, 2019"
"Tomato Small","Wholesale","Kg",30,35,33,"Sep 14, 2019"
"Tomato Small","Wholesale","Kg",30,35,33,"Sep 16, 2019"
"Tomato Small","Wholesale","Kg",30,35,33,"Sep 7, 2019"
"Tomato Small","Wholesale","Kg",34,40,37,"Sep 4, 2019"
"Tomato Small","Wholesale","Kg",40,47,44,"Sep 3, 2019"
"Tomato Small","Wholesale","Kg",40,46,44,"Sep 2, 2019"
"Tomato Small","Wholesale","Kg",40,50,45,"Sep 1, 2019"
"Tomato Small","Wholesale","Kg",30,35,33,"Sep 6, 2019"
"Tomato Small","Wholesale","Kg",30,35,33,"Sep 5, 2019"
"Tomato Small","Wholesale","Kg",40,50,45,"Sep 22, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Sep 21, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Sep 13, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Sep 12, 2019"
"Tomato Small","Wholesale","Kg",40,45,42,"Sep 10, 2019"
"Tomato Small","Wholesale","Kg",45,50,48,"Sep 9, 2019"
"Tomato Small","Wholesale","Kg",35,40,38,"Sep 8, 2019"
"Tomato Small","Wholesale","Kg",40,45,42,"Sep 11, 2019"
"Tomato Small","Wholesale","Kg",45,50,48,"Aug 31, 2019"
"Tomato Small","Wholesale","Kg",50,55,52,"Aug 28, 2019"
"Tomato Small","Wholesale","Kg",70,80,75,"Aug 26, 2019"
"Tomato Small","Wholesale","Kg",70,75,72,"Aug 25, 2019"
"Tomato Small","Wholesale","Kg",55,60,58,"Aug 27, 2019"
"Tomato Small","Wholesale","Kg",50,55,52,"Aug 30, 2019"
"Tomato Small","Wholesale","Kg",45,55,50,"Aug 29, 2019"
"Tomato Small","Wholesale","Kg",30,40,35,"Sep 20, 2019"
"Tomato Small","Wholesale","Kg",75,80,78,"Aug 15, 2019"
"Tomato Small","Wholesale","Kg",60,65,62,"Aug 14, 2019"
"Tomato Small","Wholesale","Kg",60,70,65,"Aug 13, 2019"
"Tomato Small","Wholesale","Kg",58,65,61,"Aug 12, 2019"
"Tomato Small","Wholesale","Kg",80,86,84,"Aug 18, 2019"
"Tomato Small","Wholesale","Kg",55,60,58,"Aug 3, 2019"
"Tomato Small","Wholesale","Kg",70,75,72,"Aug 24, 2019"
"Tomato Small","Wholesale","Kg",85,95,90,"Aug 21, 2019"
"Tomato Small","Wholesale","Kg",55,60,58,"Aug 7, 2019"
"Tomato Small","Wholesale","Kg",50,55,52,"Aug 6, 2019"
"Tomato Small","Wholesale","Kg",50,55,52,"Aug 5, 2019"
"Tomato Small","Wholesale","Kg",55,60,58,"Aug 4, 2019"
"Tomato Small","Wholesale","Kg",60,65,62,"Aug 2, 2019"
"Tomato Small","Wholesale","Kg",60,65,62,"Aug 1, 2019"
"Tomato Small","Wholesale","Kg",75,80,78,"Aug 17, 2019"
"Tomato Small","Wholesale","Kg",58,62,60,"Jul 31, 2019"
"Tomato Small","Wholesale","Kg",58,65,61,"Aug 11, 2019"
"Tomato Small","Wholesale","Kg",80,90,85,"Aug 22, 2019"
"Tomato Small","Wholesale","Kg",90,95,92,"Aug 20, 2019"
"Tomato Small","Wholesale","Kg",85,90,88,"Aug 19, 2019"
"Tomato Small","Wholesale","Kg",60,65,62,"Aug 9, 2019"
"Tomato Small","Wholesale","Kg",58,65,61,"Aug 10, 2019"
"Tomato Small","Wholesale","Kg",70,80,75,"Aug 23, 2019"
"Tomato Small","Wholesale","Kg",75,80,78,"Aug 16, 2019"
"Tomato Small","Wholesale","Kg",60,65,62,"Aug 8, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Jul 31, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 1, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 2, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 3, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 4, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 5, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 6, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 7, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 8, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 9, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 10, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 11, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 12, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 13, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 14, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 15, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 17, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 18, 2019"
"Onion Dry","Retail","Kg",60,70,65,"Aug 22, 2019"
"Onion Dry","Retail","Kg",50,60,55,"Aug 16, 2019"
"Onion Dry","Retail","Kg",60,70,65,"Aug 21, 2019"
"Onion Dry","Retail","Kg",55,60,58,"Aug 19, 2019"
"Onion Dry","Retail","Kg",55,60,58,"Aug 20, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Aug 31, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 3, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 2, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Aug 30, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 1, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 4, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 11, 2019"
"Onion Dry","Retail","Kg",70,75,73,"Sep 12, 2019"
"Onion Dry","Retail","Kg",60,70,65,"Aug 23, 2019"
"Onion Dry","Retail","Kg",60,70,65,"Aug 27, 2019"
"Onion Dry","Retail","Kg",70,80,75,"Aug 29, 2019"
"Onion Dry","Retail","Kg",60,70,65,"Aug 26, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Aug 28, 2019"
"Onion Dry","Retail","Kg",60,70,65,"Aug 25, 2019"
"Onion Dry","Retail","Kg",60,70,65,"Aug 24, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 7, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 5, 2019"
"Onion Dry","Retail","Kg",60,65,63,"Sep 8, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 9, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 6, 2019"
"Onion Dry","Retail","Kg",65,70,68,"Sep 10, 2019"
"Onion Dry","Retail","Kg",70,75,73,"Sep 13, 2019"
"Onion Dry","Retail","Kg",75,80,78,"Sep 14, 2019"
"Onion Dry","Retail","Kg",85,90,88,"Sep 15, 2019"
"Onion Dry","Retail","Kg",90,95,93,"Sep 16, 2019"
"Onion Dry","Retail","Kg",95,100,98,"Sep 17, 2019"
"Onion Dry","Retail","Kg",95,100,98,"Sep 18, 2019"
"Onion Dry","Retail","Kg",100,110,105,"Sep 19, 2019"
"Onion Dry","Retail","Kg",110,120,115,"Sep 20, 2019"
"Onion Dry","Retail","Kg",120,130,125,"Sep 21, 2019"
"Onion Dry","Retail","Kg",120,130,125,"Sep 22, 2019"
"Onion Dry","Retail","Kg",110,120,115,"Sep 23, 2019"
"Onion Dry","Retail","Kg",120,130,125,"Sep 24, 2019"
"Onion Dry","Retail","Kg",110,120,115,"Sep 25, 2019"
"Onion Dry","Retail","Kg",110,120,115,"Sep 26, 2019"
"Onion Dry","Retail","Kg",110,120,115,"Sep 27, 2019"
"Onion Dry","Retail","Kg",100,110,105,"Sep 28, 2019"
"Onion Dry","Retail","Kg",100,110,105,"Sep 29, 2019"
"Onion Dry","Retail","Kg",130,140,135,"Sep 30, 2019"
"Onion Dry","Retail","Kg",130,140,135,"Oct 1, 2019"
"Onion Dry","Retail","Kg",125,130,128,"Oct 2, 2019"
"Onion Dry","Retail","Kg",125,130,128,"Oct 3, 2019"
"Onion Dry","Retail","Kg",130,140,135,"Oct 4, 2019"
"Onion Dry","Wholesale","Kg",110,115,112,"Oct 4, 2019"
"Onion Dry","Wholesale","Kg",110,115,112,"Oct 3, 2019"
"Onion Dry","Wholesale","Kg",115,120,118,"Oct 2, 2019"
"Onion Dry","Wholesale","Kg",110,115,112,"Oct 1, 2019"
"Onion Dry","Wholesale","Kg",110,120,115,"Sep 30, 2019"
"Onion Dry","Wholesale","Kg",88,90,89,"Sep 29, 2019"
"Onion Dry","Wholesale","Kg",93,95,94,"Sep 28, 2019"
"Onion Dry","Wholesale","Kg",93,95,94,"Sep 27, 2019"
"Onion Dry","Wholesale","Kg",95,100,98,"Sep 26, 2019"
"Onion Dry","Wholesale","Kg",98,100,99,"Sep 25, 2019"
"Onion Dry","Wholesale","Kg",98,100,99,"Sep 24, 2019"
"Onion Dry","Wholesale","Kg",98,100,99,"Sep 23, 2019"
"Onion Dry","Wholesale","Kg",95,100,98,"Sep 22, 2019"
"Onion Dry","Wholesale","Kg",100,105,103,"Sep 20, 2019"
"Onion Dry","Wholesale","Kg",88,90,89,"Sep 18, 2019"
"Onion Dry","Wholesale","Kg",85,88,86,"Sep 17, 2019"
"Onion Dry","Wholesale","Kg",68,70,69,"Sep 14, 2019"
"Onion Dry","Wholesale","Kg",56,58,57,"Sep 7, 2019"
"Onion Dry","Wholesale","Kg",58,60,59,"Sep 6, 2019"
"Onion Dry","Wholesale","Kg",57,59,58,"Sep 4, 2019"
"Onion Dry","Wholesale","Kg",58,60,59,"Sep 1, 2019"
"Onion Dry","Wholesale","Kg",56,58,57,"Sep 5, 2019"
"Onion Dry","Wholesale","Kg",58,60,59,"Sep 3, 2019"
"Onion Dry","Wholesale","Kg",58,60,59,"Sep 2, 2019"
"Onion Dry","Wholesale","Kg",100,105,103,"Sep 21, 2019"
"Onion Dry","Wholesale","Kg",62,65,64,"Sep 13, 2019"
"Onion Dry","Wholesale","Kg",60,62,61,"Sep 12, 2019"
"Onion Dry","Wholesale","Kg",55,57,56,"Sep 8, 2019"
"Onion Dry","Wholesale","Kg",58,60,59,"Sep 11, 2019"
"Onion Dry","Wholesale","Kg",56,58,57,"Sep 10, 2019"
"Onion Dry","Wholesale","Kg",54,56,55,"Aug 25, 2019"
"Onion Dry","Wholesale","Kg",57,60,58,"Aug 28, 2019"
"Onion Dry","Wholesale","Kg",53,55,54,"Aug 27, 2019"
"Onion Dry","Wholesale","Kg",58,60,59,"Aug 30, 2019"
"Onion Dry","Wholesale","Kg",53,55,54,"Aug 26, 2019"
"Onion Dry","Wholesale","Kg",58,60,59,"Aug 31, 2019"
"Onion Dry","Wholesale","Kg",58,60,59,"Aug 29, 2019"
"Onion Dry","Wholesale","Kg",55,57,56,"Sep 9, 2019"
"Onion Dry","Wholesale","Kg",88,90,89,"Sep 19, 2019"
"Onion Dry","Wholesale","Kg",83,85,84,"Sep 16, 2019"
"Onion Dry","Wholesale","Kg",75,80,78,"Sep 15, 2019"
"Onion Dry","Wholesale","Kg",37,39,38,"Aug 14, 2019"
"Onion Dry","Wholesale","Kg",40,42,41,"Aug 15, 2019"
"Onion Dry","Wholesale","Kg",36,38,37,"Aug 3, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 13, 2019"
"Onion Dry","Wholesale","Kg",53,55,54,"Aug 21, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 7, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 6, 2019"
"Onion Dry","Wholesale","Kg",36,38,37,"Aug 1, 2019"
"Onion Dry","Wholesale","Kg",36,37,36,"Aug 4, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 2, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 5, 2019"
"Onion Dry","Wholesale","Kg",48,50,49,"Aug 20, 2019"
"Onion Dry","Wholesale","Kg",36,38,37,"Jul 31, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 11, 2019"
"Onion Dry","Wholesale","Kg",38,40,39,"Aug 17, 2019"
"Onion Dry","Wholesale","Kg",55,57,56,"Aug 23, 2019"
"Onion Dry","Wholesale","Kg",55,57,56,"Aug 22, 2019"
"Onion Dry","Wholesale","Kg",45,47,46,"Aug 19, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 9, 2019"
"Onion Dry","Wholesale","Kg",38,40,39,"Aug 16, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 10, 2019"
"Onion Dry","Wholesale","Kg",54,56,55,"Aug 24, 2019"
"Onion Dry","Wholesale","Kg",35,37,36,"Aug 8, 2019"
"Onion Dry","Wholesale","Kg",45,47,46,"Aug 18, 2019"
"Onion Dry","Wholesale","Kg",35,38,36,"Aug 12, 2019"
"Potato White","Retail","Kg",40,50,45,"Jul 31, 2019"
"Potato White","Retail","Kg",40,50,45,"Aug 1, 2019"
"Potato White","Retail","Kg",40,50,45,"Aug 2, 2019"
"Potato White","Retail","Kg",40,50,45,"Aug 3, 2019"
"Potato White","Retail","Kg",40,50,45,"Aug 4, 2019"
"Potato White","Retail","Kg",40,50,45,"Aug 5, 2019"
"Potato White","Retail","Kg",40,50,45,"Aug 6, 2019"
